fvc1,fvc2,fvc3,fvc4,fvc5,fvc6,fvc7,fvc8,H,nu,rho,T,K,imp_vol
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,0.942540370976091,0.374153308099119
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,0.957104855077626,0.339457309770495
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,0.968532301519788,0.310337924044269
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,0.974200227272359,0.295164362493511
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,0.978540472969531,0.283187028859936
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,0.985208392449345,0.264147819422803
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,0.995152034533018,0.234318990721817
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,0.999927988258482,0.219518029214248
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,1.00629232025591,0.199886490034035
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,1.01272031054098,0.18168626020993
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,1.02047104527227,0.166219962582657
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,1.02166473825774,0.164754710011166
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0117141495641348,1.03098178727172,0.160640578568004
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0689583061309789,0.859688777337256,0.396417797624592
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0689583061309789,0.892221848255626,0.359778662410459
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0689583061309789,0.913735478134321,0.33430550861001
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0689583061309789,0.929328107298148,0.315077934962107
0.0610300125801187,0.0888762569829677,0.0661035067255521,0.108253219523311,0.00627985690333276,0.123281751595105,0.0957681671545008,0.112567958425392,0.0621437611800598,0.495028693184903,-0.757220448458311,0.0689583061309789,0.954883720819663,0.281902150042562
